,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,2.0,1762.0,Andronikos I Komnenos,0.4610267877578736,Q41830,History_and_Society.Military_and_warfare,4369.999999999999,7.0,40.0,820.0,0.04878048780487805,Military_and_warfare,History_and_Society,36.88214302062989,59078.54510374367,0.0006242899678024188
1,9.0,1812.0,Amway,0.9399233460426332,Q481800,History_and_Society.Business_and_economics,16911.03830923672,20.0,8.0,1221.0,0.006552006552006552,Business_and_economics,History_and_Society,67.6744809150696,283579.27921611816,0.00023864395558849809
2,2.0,2053.0,Advance Australia Fair,0.7248802781105042,Q170601,Culture.Media.Media*,4370.0,30.0,1.0,149.0,0.006711409395973154,Media*,Culture,1.4497605562210083,5452.909086346626,0.00026586919628845816
3,12.0,2198.0,Abdulaziz al-Omari,0.9883227348327636,Q317494,Culture.Biography.Biography*,5756.3430172548315,7.0,64.0,820.0,0.07804878048780488,Biography*,Culture,0.0,59078.54510374367,0.0
4,5.0,3802.0,Base on balls,0.9973783493041992,Q587180,Culture.Sports,17473.0,28.0,31.0,940.0,0.03297872340425532,Sports,Culture,154.59364414215088,40520.677593782544,0.0038151791461125905
5,12.0,4563.0,Battle of Jutland,0.9511522054672241,Q156554,History_and_Society.Military_and_warfare,6820.826190475231,1.0,17.0,99.0,0.1717171717171717,Military_and_warfare,History_and_Society,194.0350499153137,3088.958457686007,0.0628156877385359
6,2.0,6746.0,Constantius II,0.8267217874526978,Q46418,History_and_Society.Military_and_warfare,4370.0,0.0,4.0,194.0,0.020618556701030927,Military_and_warfare,History_and_Society,6.613774299621582,11232.03406599164,0.0005888313960555702
7,1.0,6747.0,Constans,0.880807101726532,Q185538,History_and_Society.Military_and_warfare,0.0,0.0,4.0,194.0,0.020618556701030927,Military_and_warfare,History_and_Society,3.523228406906128,11232.03406599164,0.00031367679141694916
8,4.0,7767.0,Circuit Zandvoort,0.7122421860694885,Q173083,Culture.Sports,21834.0,49.0,7.0,25.0,0.28,Sports,Culture,19.94278120994568,84.62581720948221,0.23565835896839202
9,3.0,10819.0,Federal Reserve,0.7718535065650941,Q53536,History_and_Society.Business_and_economics,8739.0,28.0,30.0,940.0,0.031914893617021274,Business_and_economics,History_and_Society,69.46681559085847,40520.677593782544,0.0017143547372839936
10,3.0,11442.0,FidoNet,0.275139719247818,Q729805,STEM.STEM*,13106.0,10.0,39.0,1641.0,0.02376599634369287,STEM*,STEM,32.191347151994705,1237862.3232378066,2.600559573361407e-05
11,5.0,12002.0,Godzilla vs. King Ghidorah,0.991162657737732,Q1464998,Culture.Media.Media*,1091.5,28.0,80.0,940.0,0.0851063829787234,Media*,Culture,396.46506309509283,40520.677593782544,0.009784265383457606
12,6.0,12003.0,Godzilla vs. Mothra,0.9783946871757508,Q1284313,Culture.Media.Media*,2547.083333333411,28.0,80.0,940.0,0.0851063829787234,Media*,Culture,469.6294498443605,40520.677593782544,0.01158987158488238
13,1.0,12919.0,Game.com,0.9770326614379884,Q2498396,Culture.Media.Media*,0.0,37.0,25.0,326.0,0.07668711656441718,Media*,Culture,24.42581653594971,3656.3964517340064,0.0066802976259223825
14,1.0,13395.0,History of Honduras,0.6076731681823729,Q687152,History_and_Society.History,0.0,28.0,15.0,940.0,0.015957446808510637,History,History_and_Society,9.115097522735594,40520.677593782544,0.00022494928673488443
15,3.0,14650.0,Indonesian National Armed Forces,0.9935217499732972,Q855515,History_and_Society.Military_and_warfare,0.0,17.0,48.0,590.0,0.08135593220338982,Military_and_warfare,History_and_Society,143.0671319961548,13520.60859465599,0.010581412145360231
16,10.0,14880.0,International Criminal Court,0.6859594583511353,Q47488,History_and_Society.Politics_and_government,56704.50000000001,28.0,76.0,940.0,0.08085106382978724,Politics_and_government,History_and_Society,521.3291883468628,40520.677593782544,0.012865756924727613
17,1.0,14881.0,ICC,0.15611489117145538,Q219343,STEM.STEM*,0.0,28.0,53.0,940.0,0.05638297872340425,STEM*,STEM,8.274089232087135,40520.677593782544,0.00020419424657786828
18,6.0,16437.0,James Norris Memorial Trophy,0.5544804334640503,Q752423,Culture.Sports,5783.174675325417,13.0,65.0,316.0,0.2056962025316456,Sports,Culture,216.2473690509796,14680.297341816127,0.014730448846905116
